Camera,Site ID,Organization,Active Status,Online Status,County,Colocated Cameras,Longitude ,Latitude,Camera URL,Network URL,Image URL
CRD 60,krncrd60,alertcalifornia,active,offline,Kern,,-119.76,35.44,https://cameras.alertcalifornia.org/?id=Axis-KRNCRD60,https://cameras.alertcalifornia.org/?pos=35.44_-119.76_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-KRNCRD60/latest-frame.jpg
Black Mtn. 1 (San Luis Obispo),blackmtnslo,alertcalifornia,active,online,San Luis Obispo,Black Mtn. 2 (San Luis Obispo),-120.35,35.39,https://cameras.alertcalifornia.org/?id=Axis-BlackMtnSLO,https://cameras.alertcalifornia.org/?pos=35.39_-120.35_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BlackMtnSLO/latest-frame.jpg
Black Mtn. 2 (San Luis Obispo),blackmtnslo,alertcalifornia,active,online,San Luis Obispo,Black Mtn. 1 (San Luis Obispo),-120.35,35.39,https://cameras.alertcalifornia.org/?id=Axis-BlackMtnSLO2,https://cameras.alertcalifornia.org/?pos=35.39_-120.35_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BlackMtnSLO2/latest-frame.jpg
Lopez Hill 1,lopezhill,alertcalifornia,active,online,San Luis Obispo,Lopez Hill 2,-120.48,35.17,https://cameras.alertcalifornia.org/?id=Axis-LopezHill,https://cameras.alertcalifornia.org/?pos=35.17_-120.48_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LopezHill/latest-frame.jpg
Lopez Hill 2,lopezhill,alertcalifornia,active,online,San Luis Obispo,Lopez Hill 1,-120.48,35.17,https://cameras.alertcalifornia.org/?id=Axis-LopezHill2,https://cameras.alertcalifornia.org/?pos=35.17_-120.48_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LopezHill2/latest-frame.jpg
McKittrick Summit North,mckittrick,alertcalifornia,active,online,Kern,McKittrick Summit South,-119.76,35.29,https://cameras.alertcalifornia.org/?id=Axis-McKittrickNorth,https://cameras.alertcalifornia.org/?pos=35.29_-119.76_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-McKittrickNorth/latest-frame.jpg
McKittrick Summit South,mckittrick,alertcalifornia,active,online,Kern,McKittrick Summit North,-119.76,35.29,https://cameras.alertcalifornia.org/?id=Axis-McKittrickSouth,https://cameras.alertcalifornia.org/?pos=35.29_-119.76_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-McKittrickSouth/latest-frame.jpg
California Valley 1,californiavalley,alertcalifornia,active,online,San Luis Obispo,California Valley 2,-119.98,35.27,https://cameras.alertcalifornia.org/?id=Axis-CaliforniaValley1,https://cameras.alertcalifornia.org/?pos=35.27_-119.98_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-CaliforniaValley1/latest-frame.jpg
California Valley 2,californiavalley,alertcalifornia,active,online,San Luis Obispo,California Valley 1,-119.98,35.27,https://cameras.alertcalifornia.org/?id=Axis-CaliforniaValley2,https://cameras.alertcalifornia.org/?pos=35.27_-119.98_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-CaliforniaValley2/latest-frame.jpg
La Panza 1,lapanza,alertcalifornia,active,online,San Luis Obispo,La Panza 2,-120.13,35.22,https://cameras.alertcalifornia.org/?id=Axis-LaPanza,https://cameras.alertcalifornia.org/?pos=35.22_-120.13_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LaPanza/latest-frame.jpg
La Panza 2,lapanza,alertcalifornia,active,online,San Luis Obispo,La Panza 1,-120.13,35.22,https://cameras.alertcalifornia.org/?id=Axis-LaPanza2,https://cameras.alertcalifornia.org/?pos=35.22_-120.13_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-LaPanza2/latest-frame.jpg
Plowshare Peak,plowshare,alertcalifornia,active,online,Santa Barbara,,-120.04,35.05,https://cameras.alertcalifornia.org/?id=Axis-PlowsharePeak,https://cameras.alertcalifornia.org/?pos=35.05_-120.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-PlowsharePeak/latest-frame.jpg
Tepusquet Peak 1,tepusquetpeak,alertcalifornia,active,online,Santa Barbara,Tepusquet Peak 2,-120.18,34.91,https://cameras.alertcalifornia.org/?id=Axis-TepusquetPeak1,https://cameras.alertcalifornia.org/?pos=34.91_-120.18_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TepusquetPeak1/latest-frame.jpg
Tepusquet Peak 2,tepusquetpeak,alertcalifornia,active,online,Santa Barbara,Tepusquet Peak 1,-120.18,34.91,https://cameras.alertcalifornia.org/?id=Axis-TepusquetPeak2,https://cameras.alertcalifornia.org/?pos=34.91_-120.18_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TepusquetPeak2/latest-frame.jpg
Grass Mtn. (Santa Barbara) 1,grassmountain,alertcalifornia,active,online,Santa Barbara,Grass Mtn. (Santa Barbara) 2,-120.06,34.75,https://cameras.alertcalifornia.org/?id=Axis-GrassMountain1,https://cameras.alertcalifornia.org/?pos=34.75_-120.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountain1/latest-frame.jpg
Grass Mtn. (Santa Barbara) 2,grassmountain,alertcalifornia,active,online,Santa Barbara,Grass Mtn. (Santa Barbara) 1,-120.06,34.75,https://cameras.alertcalifornia.org/?id=Axis-GrassMountain2,https://cameras.alertcalifornia.org/?pos=34.75_-120.06_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountain2/latest-frame.jpg
Figueroa 1,figueroa,alertcalifornia,active,online,Santa Barbara,Figueroa 2,-119.99,34.72,https://cameras.alertcalifornia.org/?id=Axis-Figueroa1,https://cameras.alertcalifornia.org/?pos=34.72_-119.99_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Figueroa1/latest-frame.jpg
Figueroa 2,figueroa,alertcalifornia,active,online,Santa Barbara,Figueroa 1,-119.99,34.72,https://cameras.alertcalifornia.org/?id=Axis-Figueroa2,https://cameras.alertcalifornia.org/?pos=34.72_-119.99_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Figueroa2/latest-frame.jpg
Sedgwick Reserve Fire Lookout N,sedgwickreserve,alertcalifornia,active,online,Santa Barbara,Sedgwick Reserve Fire Lookout S,-120.04,34.7,https://cameras.alertcalifornia.org/?id=Axis-SedgwickReserve1,https://cameras.alertcalifornia.org/?pos=34.70_-120.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SedgwickReserve1/latest-frame.jpg
Sedgwick Reserve Fire Lookout S,sedgwickreserve,alertcalifornia,active,online,Santa Barbara,Sedgwick Reserve Fire Lookout N,-120.04,34.7,https://cameras.alertcalifornia.org/?id=Axis-SedgwickReserve2,https://cameras.alertcalifornia.org/?pos=34.70_-120.04_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SedgwickReserve2/latest-frame.jpg
Refugio 1,refugio,alertcalifornia,active,online,Santa Barbara,Refugio 2,-120.07,34.53,https://cameras.alertcalifornia.org/?id=Axis-Refugio1,https://cameras.alertcalifornia.org/?pos=34.53_-120.07_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Refugio1/latest-frame.jpg
Refugio 2,refugio,alertcalifornia,active,online,Santa Barbara,Refugio 1,-120.07,34.53,https://cameras.alertcalifornia.org/?id=Axis-Refugio2,https://cameras.alertcalifornia.org/?pos=34.53_-120.07_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Refugio2/latest-frame.jpg
Santa Ynez Peak,santaynezpeak,alertcalifornia,active,online,Santa Barbara,,-119.97,34.52,https://cameras.alertcalifornia.org/?id=Axis-SYP,https://cameras.alertcalifornia.org/?pos=34.52_-119.97_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SYP/latest-frame.jpg
Santa Ynez Peak West 1,santaynezpeakwest,alertcalifornia,active,online,Santa Barbara,Santa Ynez Peak West 2,-119.97,34.52,https://cameras.alertcalifornia.org/?id=Axis-SantaYnezPeakWest1,https://cameras.alertcalifornia.org/?pos=34.52_-119.97_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SantaYnezPeakWest1/latest-frame.jpg
Santa Ynez Peak West 2,santaynezpeakwest,alertcalifornia,active,online,Santa Barbara,Santa Ynez Peak West 1,-119.97,34.52,https://cameras.alertcalifornia.org/?id=Axis-SantaYnezPeakWest2,https://cameras.alertcalifornia.org/?pos=34.52_-119.97_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SantaYnezPeakWest2/latest-frame.jpg
UCSB Campus,ucsbcampus,alertcalifornia,active,online,Santa Barbara,,-119.84,34.41,https://cameras.alertcalifornia.org/?id=Axis-UCSBCampus,https://cameras.alertcalifornia.org/?pos=34.41_-119.84_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-UCSBCampus/latest-frame.jpg
Gibraltar 1,gibraltar,alertcalifornia,active,online,Santa Barbara,Gibraltar 2,-119.67,34.46,https://cameras.alertcalifornia.org/?id=Axis-Gibraltar1,https://cameras.alertcalifornia.org/?pos=34.46_-119.67_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Gibraltar1/latest-frame.jpg
Gibraltar 2,gibraltar,alertcalifornia,active,online,Santa Barbara,Gibraltar 1,-119.67,34.46,https://cameras.alertcalifornia.org/?id=Axis-Gibraltar2,https://cameras.alertcalifornia.org/?pos=34.46_-119.67_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Gibraltar2/latest-frame.jpg
TV Hill 1,tvhillmontecito,alertcalifornia,active,online,Santa Barbara,TV Hill 2,-119.7,34.41,https://cameras.alertcalifornia.org/?id=Axis-TVHillMontecito1,https://cameras.alertcalifornia.org/?pos=34.41_-119.70_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TVHillMontecito1/latest-frame.jpg
TV Hill 2,tvhillmontecito,alertcalifornia,active,online,Santa Barbara,TV Hill 1,-119.7,34.41,https://cameras.alertcalifornia.org/?id=Axis-TVHillMontecito2,https://cameras.alertcalifornia.org/?pos=34.41_-119.70_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-TVHillMontecito2/latest-frame.jpg
Ortega Ridge 1,ortegaridge,alertcalifornia,active,online,Santa Barbara,Ortega Ridge 2,-119.59,34.43,https://cameras.alertcalifornia.org/?id=Axis-OrtegaRidge1,https://cameras.alertcalifornia.org/?pos=34.43_-119.59_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OrtegaRidge1/latest-frame.jpg
Ortega Ridge 2,ortegaridge,alertcalifornia,active,online,Santa Barbara,Ortega Ridge 1,-119.59,34.43,https://cameras.alertcalifornia.org/?id=Axis-OrtegaRidge2,https://cameras.alertcalifornia.org/?pos=34.43_-119.59_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OrtegaRidge2/latest-frame.jpg
Mt. Rincon 1,rincon,alertcalifornia,active,online,Ventura,Mt. Rincon 2,-119.42,34.37,https://cameras.alertcalifornia.org/?id=Axis-Rincon1,https://cameras.alertcalifornia.org/?pos=34.37_-119.42_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rincon1/latest-frame.jpg
Mt. Rincon 2,rincon,alertcalifornia,active,online,Ventura,Mt. Rincon 1,-119.42,34.37,https://cameras.alertcalifornia.org/?id=Axis-Rincon2,https://cameras.alertcalifornia.org/?pos=34.37_-119.42_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Rincon2/latest-frame.jpg
Red Mtn. (Ventura) 1,khay,alertcalifornia,active,online,Ventura,Red Mtn. (Ventura) 2,-119.33,34.34,https://cameras.alertcalifornia.org/?id=Axis-KHAY1,https://cameras.alertcalifornia.org/?pos=34.34_-119.33_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-KHAY1/latest-frame.jpg
Red Mtn. (Ventura) 2,khay,alertcalifornia,active,online,Ventura,Red Mtn. (Ventura) 1,-119.33,34.34,https://cameras.alertcalifornia.org/?id=Axis-KHAY2,https://cameras.alertcalifornia.org/?pos=34.34_-119.33_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-KHAY2/latest-frame.jpg
Matilija 1,beehill,alertcalifornia,active,online,Ventura,Matilija 2,-119.29,34.48,https://cameras.alertcalifornia.org/?id=Axis-BeeHill1,https://cameras.alertcalifornia.org/?pos=34.48_-119.29_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BeeHill1/latest-frame.jpg
Matilija 2,beehill,alertcalifornia,active,online,Ventura,Matilija 1,-119.29,34.48,https://cameras.alertcalifornia.org/?id=Axis-BeeHill2,https://cameras.alertcalifornia.org/?pos=34.48_-119.29_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BeeHill2/latest-frame.jpg
Cross 1 (Oakview 1) ,cross,alertcalifornia,active,online,Ventura,Cross 2 (Oakview 2),-119.31,34.41,https://cameras.alertcalifornia.org/?id=Axis-Cross1,https://cameras.alertcalifornia.org/?pos=34.41_-119.31_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Cross1/latest-frame.jpg
Cross 2 (Oakview 2) ,cross,alertcalifornia,active,online,Ventura,Cross 1 (Oakview 1),-119.31,34.41,https://cameras.alertcalifornia.org/?id=Axis-Cross2,https://cameras.alertcalifornia.org/?pos=34.41_-119.31_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Cross2/latest-frame.jpg
Topatopa Foothills 1,foothill,alertcalifornia,active,online,Ventura,Topatopa Foothills 2,-119.25,34.46,https://cameras.alertcalifornia.org/?id=Axis-Foothill1,https://cameras.alertcalifornia.org/?pos=34.46_-119.25_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Foothill1/latest-frame.jpg
Topatopa Foothills 2,foothill,alertcalifornia,active,online,Ventura,Topatopa Foothills 1,-119.25,34.46,https://cameras.alertcalifornia.org/?id=Axis-Foothill2,https://cameras.alertcalifornia.org/?pos=34.46_-119.25_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Foothill2/latest-frame.jpg
Ladera Ridge 1,hermitage,alertcalifornia,active,online,Ventura,Ladera Ridge 2,-119.21,34.47,https://cameras.alertcalifornia.org/?id=Axis-Hermitage1,https://cameras.alertcalifornia.org/?pos=34.47_-119.21_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hermitage1/latest-frame.jpg
Ladera Ridge 2,hermitage,alertcalifornia,active,online,Ventura,Ladera Ridge 1,-119.21,34.47,https://cameras.alertcalifornia.org/?id=Axis-Hermitage2,https://cameras.alertcalifornia.org/?pos=34.47_-119.21_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hermitage2/latest-frame.jpg
Crimea Fire 1 (Red Tower),redtower,alertcalifornia,active,online,Ventura,Crimea Fire 2 (Red Tower),-119.27,34.29,https://cameras.alertcalifornia.org/?id=Axis-RedTower1,https://cameras.alertcalifornia.org/?pos=34.29_-119.27_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTower1/latest-frame.jpg
Crimea Fire 2 (Red Tower),redtower,alertcalifornia,active,online,Ventura,Crimea Fire 1 (Red Tower),-119.27,34.29,https://cameras.alertcalifornia.org/?id=Axis-RedTower2,https://cameras.alertcalifornia.org/?pos=34.29_-119.27_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTower2/latest-frame.jpg
Willis Peak 1,willispeak,alertcalifornia,active,online,Ventura,Willis Peak 2,-119.23,34.3,https://cameras.alertcalifornia.org/?id=Axis-WillisPeak1,https://cameras.alertcalifornia.org/?pos=34.30_-119.23_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WillisPeak1/latest-frame.jpg
Willis Peak 2,willispeak,alertcalifornia,active,online,Ventura,Willis Peak 1,-119.23,34.3,https://cameras.alertcalifornia.org/?id=Axis-WillisPeak2,https://cameras.alertcalifornia.org/?pos=34.30_-119.23_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WillisPeak2/latest-frame.jpg
Sulphur Mtn. 1 (Willet),willet,alertcalifornia,active,online,Ventura,Sulphur Mtn. 2 (Willet),-119.18,34.41,https://cameras.alertcalifornia.org/?id=Axis-Willet1,https://cameras.alertcalifornia.org/?pos=34.41_-119.18_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Willet1/latest-frame.jpg
Sulphur Mtn. 2 (Willet),willet,alertcalifornia,active,online,Ventura,Sulphur Mtn. 1 (Willet),-119.18,34.41,https://cameras.alertcalifornia.org/?id=Axis-Willet2,https://cameras.alertcalifornia.org/?pos=34.41_-119.18_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Willet2/latest-frame.jpg
Upper Ojai 1,sulphureast,alertcalifornia,active,online,Ventura,Upper Ojai 2,-119.15,34.42,https://cameras.alertcalifornia.org/?id=Axis-SulphurEast1,https://cameras.alertcalifornia.org/?pos=34.42_-119.15_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SulphurEast1/latest-frame.jpg
Upper Ojai 2,sulphureast,alertcalifornia,active,online,Ventura,Upper Ojai 1,-119.15,34.42,https://cameras.alertcalifornia.org/?id=Axis-SulphurEast2,https://cameras.alertcalifornia.org/?pos=34.42_-119.15_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SulphurEast2/latest-frame.jpg
Santa Paula 1,santapaula,alertcalifornia,active,online,Ventura,Santa Paula 2,-119.08,34.42,https://cameras.alertcalifornia.org/?id=Axis-SantaPaula1,https://cameras.alertcalifornia.org/?pos=34.42_-119.08_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SantaPaula1/latest-frame.jpg
Santa Paula 2,santapaula,alertcalifornia,active,online,Ventura,Santa Paula 1,-119.08,34.42,https://cameras.alertcalifornia.org/?id=Axis-SantaPaula2,https://cameras.alertcalifornia.org/?pos=34.42_-119.08_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SantaPaula2/latest-frame.jpg
Wheeler Canyon 1,wheelercanyon,alertcalifornia,active,online,Ventura,Wheeler Canyon 2,-119.14,34.38,https://cameras.alertcalifornia.org/?id=Axis-WheelerCanyon1,https://cameras.alertcalifornia.org/?pos=34.38_-119.14_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WheelerCanyon1/latest-frame.jpg
Wheeler Canyon 2,wheelercanyon,alertcalifornia,active,online,Ventura,Wheeler Canyon 1,-119.14,34.38,https://cameras.alertcalifornia.org/?id=Axis-WheelerCanyon2,https://cameras.alertcalifornia.org/?pos=34.38_-119.14_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WheelerCanyon2/latest-frame.jpg
Piru 1,piru,alertcalifornia,active,online,Ventura,Piru 2,-118.82,34.38,https://cameras.alertcalifornia.org/?id=Axis-Piru1,https://cameras.alertcalifornia.org/?pos=34.38_-118.82_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Piru1/latest-frame.jpg
Piru 2,piru,alertcalifornia,active,online,Ventura,Piru 1,-118.82,34.38,https://cameras.alertcalifornia.org/?id=Axis-Piru2,https://cameras.alertcalifornia.org/?pos=34.38_-118.82_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Piru2/latest-frame.jpg
South Mountain East 1,southmountaineast,alertcalifornia,active,online,Ventura,South Mountain East 2,-119.01,34.33,https://cameras.alertcalifornia.org/?id=Axis-SouthMountainEast1,https://cameras.alertcalifornia.org/?pos=34.33_-119.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SouthMountainEast1/latest-frame.jpg
South Mountain East 2,southmountaineast,alertcalifornia,active,online,Ventura,South Mountain East 1,-119.01,34.33,https://cameras.alertcalifornia.org/?id=Axis-SouthMountainEast2,https://cameras.alertcalifornia.org/?pos=34.33_-119.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SouthMountainEast2/latest-frame.jpg
Butler Hill 1,butlerhill,alertcalifornia,active,online,Ventura,Butler Hill 2,-119.11,34.28,https://cameras.alertcalifornia.org/?id=Axis-ButlerHill1,https://cameras.alertcalifornia.org/?pos=34.28_-119.11_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-ButlerHill1/latest-frame.jpg
Butler Hill 2,butlerhill,alertcalifornia,active,online,Ventura,Butler Hill 1,-119.11,34.28,https://cameras.alertcalifornia.org/?id=Axis-ButlerHill2,https://cameras.alertcalifornia.org/?pos=34.28_-119.11_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-ButlerHill2/latest-frame.jpg
Ridgeline 1,ridgeline,alertcalifornia,active,online,Ventura,Ridgeline 2,-119.03,34.25,https://cameras.alertcalifornia.org/?id=Axis-Ridgeline1,https://cameras.alertcalifornia.org/?pos=34.25_-119.03_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Ridgeline1/latest-frame.jpg
Ridgeline 2,ridgeline,alertcalifornia,active,online,Ventura,Ridgeline 1,-119.03,34.25,https://cameras.alertcalifornia.org/?id=Axis-Ridgeline2,https://cameras.alertcalifornia.org/?pos=34.25_-119.03_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Ridgeline2/latest-frame.jpg
Camarillo Ranch 1,camarilloranch,alertcalifornia,active,online,Ventura,Camarillo Ranch 2,-119.01,34.21,https://cameras.alertcalifornia.org/?id=Axis-CamarilloRanch1,https://cameras.alertcalifornia.org/?pos=34.21_-119.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-CamarilloRanch1/latest-frame.jpg
Camarillo Ranch 2,camarilloranch,alertcalifornia,active,online,Ventura,Camarillo Ranch 1,-119.01,34.21,https://cameras.alertcalifornia.org/?id=Axis-CamarilloRanch2,https://cameras.alertcalifornia.org/?pos=34.21_-119.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-CamarilloRanch2/latest-frame.jpg
Laguna Peak 1,laguna,alertcalifornia,active,online,Ventura,Laguna Peak 2,-119.05,34.11,https://cameras.alertcalifornia.org/?id=Axis-Laguna1,https://cameras.alertcalifornia.org/?pos=34.11_-119.05_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Laguna1/latest-frame.jpg
Laguna Peak 2,laguna,alertcalifornia,active,online,Ventura,Laguna Peak 1,-119.05,34.11,https://cameras.alertcalifornia.org/?id=Axis-Laguna2,https://cameras.alertcalifornia.org/?pos=34.11_-119.05_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Laguna2/latest-frame.jpg
Burnt Peak 1,burntpeak,alertcalifornia,active,online,Los Angeles,Burnt Peak 2,-118.57,34.68,https://cameras.alertcalifornia.org/?id=Axis-BurntPeak1,https://cameras.alertcalifornia.org/?pos=34.68_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BurntPeak1/latest-frame.jpg
Burnt Peak 2,burntpeak,alertcalifornia,active,online,Los Angeles,Burnt Peak 1,-118.57,34.68,https://cameras.alertcalifornia.org/?id=Axis-BurntPeak2,https://cameras.alertcalifornia.org/?pos=34.68_-118.57_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BurntPeak2/latest-frame.jpg
Grass Mtn. (Los Angeles) 1 ,grassmountainla,alertcalifornia,active,online,Los Angeles,Grass Mtn. (Los Angeles) 2,-118.41,34.64,https://cameras.alertcalifornia.org/?id=Axis-GrassMountainLA1,https://cameras.alertcalifornia.org/?pos=34.64_-118.41_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountainLA1/latest-frame.jpg
Grass Mtn. (Los Angeles) 2 ,grassmountainla,alertcalifornia,active,online,Los Angeles,Grass Mtn. (Los Angeles) 1,-118.41,34.64,https://cameras.alertcalifornia.org/?id=Axis-GrassMountainLA2,https://cameras.alertcalifornia.org/?pos=34.64_-118.41_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountainLA2/latest-frame.jpg
Whitaker Ridge 1,whitakerridge,alertcalifornia,active,online,Los Angeles,Whitaker Ridge 2,-118.72,34.58,https://cameras.alertcalifornia.org/?id=Axis-WhitakerRidge1,https://cameras.alertcalifornia.org/?pos=34.58_-118.72_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WhitakerRidge1/latest-frame.jpg
Whitaker Ridge 2,whitakerridge,alertcalifornia,active,online,Los Angeles,Whitaker Ridge 1,-118.72,34.58,https://cameras.alertcalifornia.org/?id=Axis-WhitakerRidge2,https://cameras.alertcalifornia.org/?pos=34.58_-118.72_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WhitakerRidge2/latest-frame.jpg
Whitaker Middle Peak 1,whitakermiddlepeak,alertcalifornia,active,online,Los Angeles,Whitaker Middle Peak 2,-118.74,34.56,https://cameras.alertcalifornia.org/?id=Axis-WhitakerMiddlePeak1,https://cameras.alertcalifornia.org/?pos=34.56_-118.74_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WhitakerMiddlePeak1/latest-frame.jpg
Whitaker Middle Peak 2,whitakermiddlepeak,alertcalifornia,active,online,Los Angeles,Whitaker Middle Peak 1,-118.74,34.56,https://cameras.alertcalifornia.org/?id=Axis-WhitakerMiddlePeak2,https://cameras.alertcalifornia.org/?pos=34.56_-118.74_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-WhitakerMiddlePeak2/latest-frame.jpg
Mount McDill 1,mountmcdill,alertcalifornia,active,online,Los Angeles,Mount McDill 2,-118.25,34.56,https://cameras.alertcalifornia.org/?id=Axis-MountMcDill1,https://cameras.alertcalifornia.org/?pos=34.56_-118.25_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MountMcDill1/latest-frame.jpg
Mount McDill 2,mountmcdill,alertcalifornia,active,online,Los Angeles,Mount McDill 1,-118.25,34.56,https://cameras.alertcalifornia.org/?id=Axis-MountMcDill2,https://cameras.alertcalifornia.org/?pos=34.56_-118.25_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MountMcDill2/latest-frame.jpg
Sierra Pelona 1,hauser,alertcalifornia,active,online,Los Angeles,Sierra Pelona 2,-118.21,34.54,https://cameras.alertcalifornia.org/?id=Axis-Hauser1,https://cameras.alertcalifornia.org/?pos=34.54_-118.21_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hauser1/latest-frame.jpg
Sierra Pelona 2,hauser,alertcalifornia,active,online,Los Angeles,Sierra Pelona 3,-118.21,34.54,https://cameras.alertcalifornia.org/?id=Axis-Hauser2,https://cameras.alertcalifornia.org/?pos=34.54_-118.21_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Hauser2/latest-frame.jpg
Magic Mtn. 1,magicmountain,alertcalifornia,active,online,Los Angeles,Magic Mtn. 2,-118.23,34.38,https://cameras.alertcalifornia.org/?id=Axis-MagicMountain1,https://cameras.alertcalifornia.org/?pos=34.38_-118.32_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MagicMountain1/latest-frame.jpg
Magic Mtn. 2,magicmountain,alertcalifornia,active,online,Los Angeles,Magic Mtn. 1,-118.23,34.38,https://cameras.alertcalifornia.org/?id=Axis-MagicMountain2,https://cameras.alertcalifornia.org/?pos=34.38_-118.32_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-MagicMountain2/latest-frame.jpg
LACFD Camp Nine 1 (Loop),loop,alertcalifornia,active,online,Los Angeles,LACFD Camp Nine 2 (Loop),-118.41,34.35,https://cameras.alertcalifornia.org/?id=Axis-Loop1,https://cameras.alertcalifornia.org/?pos=34.35_-118.41_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Loop1/latest-frame.jpg
LACFD Camp Nine 2 (Loop),loop,alertcalifornia,active,online,Los Angeles,LACFD Camp Nine 1 (Loop),-118.41,34.35,https://cameras.alertcalifornia.org/?id=Axis-Loop2,https://cameras.alertcalifornia.org/?pos=34.35_-118.41_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Loop2/latest-frame.jpg
Oat Mtn. North 1,oatnorth,alertcalifornia,active,online,Los Angeles,Oat Mtn. North 2,-118.58,34.32,https://cameras.alertcalifornia.org/?id=Axis-OatNorth1,https://cameras.alertcalifornia.org/?pos=34.32_-118.58_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-OatNorth1/latest-frame.jpg
